dataset,sample_id,stage,stage_enabled,stage_used_as_decoder_skip,R_high_low,R_high_residual,R_high_high_raw,R_high_high_hat,low_fg_bg,residual_fg_bg,high_raw_fg_bg,gate_fg_bg,high_hat_fg_bg,gate_fg_minus_bg,pred_iou,pred_has_false_alarm
NUDT-SIRST,000332,4,1,0,0.7067617774,0.5777733326,0.4913908243,0.4708424509,1.424954653,1.196736693,1.019957781,1.006600857,0.9874105453,0.003686487675,1,0
NUDT-SIRST,000499,1,1,1,0.6105833054,0.69749403,0.7733259797,0.7733259797,2.912711382,3.867800713,3.549381971,nan,3.549381971,nan,0.8571428657,0
NUDT-SIRST,000499,2,1,1,0.8450984955,0.8243697882,0.7788516283,0.7807756662,2.082421541,2.533021212,4.115405083,1.269236803,3.948724508,0.1584080458,0.8571428657,0
NUDT-SIRST,000499,3,1,0,0.5459834337,0.6656727791,0.6231921911,0.557053268,0.833933115,1.712599158,1.901991963,0.9231584668,1.677752137,-0.04624021053,0.8571428657,0
NUDT-SIRST,000499,4,1,0,0.2155525684,0.3763099313,0.3099490702,0.298453927,1.111420155,1.220181704,0.8988626003,1.05556047,0.8926920891,0.02756276727,0.8571428657,0
NUDT-SIRST,001066,1,1,1,0.581818223,0.5827744007,0.6416720748,0.6416720748,2.116798162,7.593087673,4.167375565,nan,4.167375565,nan,0.8860759735,0
NUDT-SIRST,001066,2,1,1,0.7552457452,0.73540169,0.6419691443,0.6633658409,3.117903233,3.119828224,5.417329788,1.34947145,5.398840904,0.207608521,0.8860759735,0
NUDT-SIRST,001066,3,1,0,0.648443222,0.6040971875,0.7461331487,0.7500278354,0.7175391912,1.108361959,2.388952255,1.074694753,2.344741344,0.03498309851,0.8860759735,0
NUDT-SIRST,001066,4,1,0,0.676592052,0.641035974,0.6873155832,0.6008991599,0.8439339995,1.265004516,1.54858315,0.8802267909,1.16850841,-0.06609505415,0.8860759735,0
NUDT-SIRST,000611,1,1,1,0.5730987787,0.7021197081,0.7893181443,0.7893181443,7.597391129,8.70770359,6.687355042,nan,6.687355042,nan,0.6666666865,0
NUDT-SIRST,000611,2,1,1,0.8406687379,0.8205765486,0.8012552857,0.8076915741,1.543443322,3.523901939,4.079835892,1.139700532,4.100578308,0.08667719364,0.6666666865,0
NUDT-SIRST,000611,3,1,0,0.6102347374,0.6449266672,0.6061577201,0.5516417027,0.7848405242,1.930449486,1.97195518,0.8352046609,1.624045372,-0.1003353596,0.6666666865,0
NUDT-SIRST,000611,4,1,0,0.2488120049,0.3399295807,0.3664533496,0.3433127999,1.013824344,1.377006054,0.8785421848,1.056404352,0.8776443601,0.02828860283,0.6666666865,0
NUDT-SIRST,001188,1,1,1,0.6364971995,0.7308867574,0.7832994461,0.7832994461,2.092631578,6.969035625,4.401985645,nan,4.401985645,nan,1,0
NUDT-SIRST,001188,2,1,1,0.6920759082,0.6956986189,0.6970196962,0.6934200525,1.773360729,2.081698179,2.810333014,1.167213082,2.799185276,0.09862625599,1,0
NUDT-SIRST,001188,3,1,0,0.5221995711,0.3205272853,0.4447127283,0.4181770086,1.188017249,0.9065535665,1.185542941,1.046718597,1.166452408,0.02093479037,1,0
NUDT-SIRST,001188,4,1,0,0.6555323005,0.6078680158,0.594696641,0.5956620574,1.029107213,0.9908382297,0.9528267384,0.9950876832,0.9368382096,-0.00274002552,1,0
