dataset,sample_id,stage,stage_enabled,stage_used_as_decoder_skip,R_high_low,R_high_residual,R_high_high_raw,R_high_high_hat,R_high_high_for_fusion,low_fg_bg,residual_fg_bg,high_raw_fg_bg,gate_fg_bg,high_hat_fg_bg,high_for_fusion_fg_bg,gate_fg_minus_bg,block_fusion_high_source,pred_iou,pred_has_false_alarm
NUAA-SIRST,Misc_420,4,1,0,0.4410866499,0.4257296622,0.3198325038,0.3198325038,0.3198325038,0.773480773,0.8799672723,0.9361175299,1,0.9361175299,0.9361175299,0,high_raw,0.7419354916,0
NUAA-SIRST,Misc_143,1,1,1,0.5525007248,0.6778456569,0.6778456569,0.6778456569,0.6778456569,1.53549552,7.366751194,7.366751194,nan,7.366751194,7.366751194,nan,stage1,0.913043499,0
NUAA-SIRST,Misc_143,2,1,1,0.8905723095,0.8706889153,0.868249774,0.868249774,0.868249774,6.324608803,4.795197964,4.513389587,1,4.513389587,4.513389587,0,high_raw,0.913043499,0
NUAA-SIRST,Misc_143,3,1,0,0.7612559795,0.7474947572,0.7365642786,0.7365642786,0.7365642786,0.3109038174,1.38751018,1.720824122,1,1.720824122,1.720824122,0,high_raw,0.913043499,0
NUAA-SIRST,Misc_143,4,1,0,0.675802052,0.5170022845,0.5302931666,0.5302931666,0.5302931666,0.9899372458,0.8235622048,1.188521981,1,1.188521981,1.188521981,0,high_raw,0.913043499,0
NUAA-SIRST,Misc_137,1,1,1,0.5326572657,0.7041618824,0.7041618824,0.7041618824,0.7041618824,2.864976883,5.712854385,5.712854385,nan,5.712854385,5.712854385,nan,stage1,0.7919462919,1
NUAA-SIRST,Misc_137,2,1,1,0.8915051222,0.8778812289,0.8709808588,0.8709808588,0.8709808588,3.103915453,3.099754572,3.149894714,1,3.149894714,3.149894714,0,high_raw,0.7919462919,1
NUAA-SIRST,Misc_137,3,1,0,0.8014069796,0.8033062816,0.7749488354,0.7749488354,0.7749488354,1.309345007,1.889734864,1.962064147,1,1.962064147,1.962064147,0,high_raw,0.7919462919,1
NUAA-SIRST,Misc_137,4,1,0,0.6547569633,0.5608256459,0.5607146025,0.5607146025,0.5607146025,1.134082437,1.285804868,1.389173269,1,1.389173269,1.389173269,0,high_raw,0.7919462919,1
NUAA-SIRST,Misc_224,1,1,1,0.5470326543,0.6645594835,0.6645594835,0.6645594835,0.6645594835,4.941286564,11.38639545,11.38639545,nan,11.38639545,11.38639545,nan,stage1,0.6666666865,0
NUAA-SIRST,Misc_224,2,1,1,0.897392571,0.8865536451,0.8828938603,0.8828938603,0.8828938603,3.523237705,4.166138649,4.204978466,1,4.204978466,4.204978466,0,high_raw,0.6666666865,0
NUAA-SIRST,Misc_224,3,1,0,0.8226335645,0.8231555223,0.828994453,0.828994453,0.828994453,1.091518879,3.072999239,3.266129732,1,3.266129732,3.266129732,0,high_raw,0.6666666865,0
NUAA-SIRST,Misc_224,4,1,0,0.7737034559,0.6344079375,0.5995712876,0.5995712876,0.5995712876,1.109132409,1.747111082,1.523395181,1,1.523395181,1.523395181,0,high_raw,0.6666666865,0
NUAA-SIRST,Misc_274,1,1,1,0.4143096209,0.6111330986,0.6111330986,0.6111330986,0.6111330986,1.541805387,17.57434082,17.57434082,nan,17.57434082,17.57434082,nan,stage1,0.6551724076,0
NUAA-SIRST,Misc_274,2,1,1,0.8206746578,0.796043396,0.7859193087,0.7859193087,0.7859193087,6.012928009,4.857601643,4.254415989,1,4.254415989,4.254415989,0,high_raw,0.6551724076,0
NUAA-SIRST,Misc_274,3,1,0,0.7115116119,0.7107710242,0.6966981292,0.6966981292,0.6966981292,0.8688673973,1.850452542,2.281589031,1,2.281589031,2.281589031,0,high_raw,0.6551724076,0
NUAA-SIRST,Misc_274,4,1,0,0.5666296482,0.4596452117,0.428470552,0.428470552,0.428470552,0.2955147326,0.4414707422,1.220319986,1,1.220319986,1.220319986,0,high_raw,0.6551724076,0
NUAA-SIRST,Misc_156,1,1,1,0.619120121,0.6694718003,0.6694718003,0.6694718003,0.6694718003,1.806564331,12.09980488,12.09980488,nan,12.09980488,12.09980488,nan,stage1,0.730769217,0
NUAA-SIRST,Misc_156,2,1,1,0.8241093755,0.798758626,0.7833331823,0.7833331823,0.7833331823,8.441660881,5.660936832,5.338871002,1,5.338871002,5.338871002,0,high_raw,0.730769217,0
NUAA-SIRST,Misc_156,3,1,0,0.6692138314,0.7281110287,0.7341921329,0.7341921329,0.7341921329,1.92211616,3.005875587,3.627237082,1,3.627237082,3.627237082,0,high_raw,0.730769217,0
NUAA-SIRST,Misc_156,4,1,0,0.5109251142,0.3741507232,0.4007707238,0.4007707238,0.4007707238,1.108165145,1.075238347,1.199968696,1,1.199968696,1.199968696,0,high_raw,0.730769217,0
NUAA-SIRST,Misc_121,1,1,1,0.5485934615,0.6311590075,0.6311590075,0.6311590075,0.6311590075,3.568280697,24.41037941,24.41037941,nan,24.41037941,24.41037941,nan,stage1,0.7563025355,0
NUAA-SIRST,Misc_121,2,1,1,0.8575559258,0.8529883623,0.8490076661,0.8490076661,0.8490076661,7.464328766,6.249513149,5.722548962,1.000000119,5.722548962,5.722548962,5.960464478e-08,high_raw,0.7563025355,0
NUAA-SIRST,Misc_121,3,1,0,0.5625778437,0.7337023616,0.7335346341,0.7335346341,0.7335346341,1.040769219,2.308009624,2.797539711,1,2.797539711,2.797539711,0,high_raw,0.7563025355,0
NUAA-SIRST,Misc_121,4,1,0,0.5710469484,0.511184454,0.4073984921,0.4073984921,0.4073984921,0.723760426,0.8188948631,1.066610575,1,1.066610575,1.066610575,0,high_raw,0.7563025355,0
NUAA-SIRST,Misc_240,1,1,1,0.5278131366,0.5873451233,0.5873451233,0.5873451233,0.5873451233,2.34163022,12.77829552,12.77829552,nan,12.77829552,12.77829552,nan,stage1,0.7350427508,0
NUAA-SIRST,Misc_240,2,1,1,0.8308070302,0.7957428694,0.7867347598,0.7867347598,0.7867347598,4.872776985,4.0813241,3.882609606,1,3.882609606,3.882609606,0,high_raw,0.7350427508,0
NUAA-SIRST,Misc_240,3,1,0,0.6332179904,0.675506115,0.7025603056,0.7025603056,0.7025603056,0.6096339226,1.645648241,2.157071114,1,2.157071114,2.157071114,0,high_raw,0.7350427508,0
NUAA-SIRST,Misc_240,4,1,0,0.5129050016,0.416511178,0.3724558055,0.3724558055,0.3724558055,0.6991437674,0.7950865626,1.045721292,1,1.045721292,1.045721292,0,high_raw,0.7350427508,0
NUAA-SIRST,Misc_82,1,1,1,0.5497164726,0.6199411154,0.6199411154,0.6199411154,0.6199411154,2.410414457,8.4053936,8.4053936,nan,8.4053936,8.4053936,nan,stage1,0.4347825944,1
NUAA-SIRST,Misc_82,2,1,1,0.8047401905,0.7757191062,0.7667493224,0.7667493224,0.7667493224,3.768081665,3.781015635,3.780259848,1,3.780259848,3.780259848,0,high_raw,0.4347825944,1
