dataset,sample_id,stage,stage_enabled,stage_used_as_decoder_skip,R_high_low,R_high_residual,R_high_high_raw,R_high_high_hat,R_high_high_for_fusion,low_fg_bg,residual_fg_bg,high_raw_fg_bg,gate_fg_bg,high_hat_fg_bg,high_for_fusion_fg_bg,gate_fg_minus_bg,block_fusion_high_source,pred_iou,pred_has_false_alarm
NUAA-SIRST,Misc_294,4,1,0,0.5728465319,0.5340493917,0.5181034207,0.4937318861,0.5181034207,0.962236464,0.7975049615,0.7965974808,1.012135863,0.8181189299,0.7965974808,0.006806731224,high_raw,0.4761904776,0
NUAA-SIRST,Misc_196,1,1,1,0.4651595354,0.5590871572,0.5590871572,0.5590871572,0.5590871572,1.440448046,24.80545616,24.80545616,nan,24.80545616,24.80545616,nan,stage1,0.8571428657,0
NUAA-SIRST,Misc_196,2,1,1,0.7530715466,0.7350153327,0.7299782038,0.7318621278,0.7299782038,6.265500069,5.435620308,5.896322727,1.153576732,6.00176239,5.896322727,0.09025061131,high_raw,0.8571428657,0
NUAA-SIRST,Misc_196,3,1,0,0.3350681365,0.3349605799,0.3091556132,0.3100778759,0.3091556132,0.7366691232,1.137998581,1.23829937,1.300153971,1.329511762,1.23829937,0.1589103341,high_raw,0.8571428657,0
NUAA-SIRST,Misc_196,4,1,0,0.1084143668,0.4026394784,0.3996744156,0.3582933247,0.3996744156,0.9390135407,0.6833379865,0.7077580094,1.12277174,0.7631684542,0.7077580094,0.06658381224,high_raw,0.8571428657,0
NUAA-SIRST,Misc_84,1,1,1,0.467028141,0.5938918591,0.5938918591,0.5938918591,0.5938918591,1.977185369,13.75533009,13.75533009,nan,13.75533009,13.75533009,nan,stage1,0.6551724076,0
NUAA-SIRST,Misc_84,2,1,1,0.7386547923,0.700876236,0.6929885745,0.6873201132,0.6929885745,4.065425396,3.444421053,3.554737091,1.023573875,3.55709815,3.554737091,0.014133811,high_raw,0.6551724076,0
NUAA-SIRST,Misc_84,3,1,0,0.5913347006,0.6413577795,0.6995753646,0.6255078316,0.6995753646,1.982953072,2.144388676,2.46208477,0.9687177539,2.125082016,2.46208477,-0.02010029554,high_raw,0.6551724076,0
NUAA-SIRST,Misc_84,4,1,0,0.4131382406,0.3719684184,0.3562175035,0.3246870637,0.3562175035,0.8457247615,0.8441669941,0.8582273126,1.049757242,0.8716554642,0.8582273126,0.02604621649,high_raw,0.6551724076,0
NUAA-SIRST,Misc_380,1,1,1,0.5691162944,0.6243388653,0.6243388653,0.6243388653,0.6243388653,1.485185027,4.331825256,4.331825256,nan,4.331825256,4.331825256,nan,stage1,0.8461538553,0
NUAA-SIRST,Misc_380,2,1,1,0.8246215582,0.7965620756,0.7996788621,0.7953086495,0.7996788621,1.554589391,1.777989268,2.137592793,1.040455461,2.136605263,2.137592793,0.02432435751,high_raw,0.8461538553,0
NUAA-SIRST,Misc_380,3,1,0,0.6988349557,0.7305474877,0.7333349586,0.704877615,0.7333349586,0.7419127226,0.9894959331,1.261709094,1.041914821,1.17610693,1.261709094,0.02320349216,high_raw,0.8461538553,0
NUAA-SIRST,Misc_380,4,1,0,0.5780780911,0.6819118857,0.6761088371,0.6299925447,0.6761088371,1.112739086,0.8932430148,0.914824903,1.047958851,0.9548731446,0.914824903,0.02778142691,high_raw,0.8461538553,0
