dataset,sample_id,stage,stage_enabled,stage_used_as_decoder_skip,R_high_low,R_high_residual,R_high_high_raw,R_high_high_hat,R_high_high_for_fusion,low_fg_bg,residual_fg_bg,high_raw_fg_bg,gate_fg_bg,high_hat_fg_bg,high_for_fusion_fg_bg,gate_fg_minus_bg,block_fusion_high_source,pred_iou,pred_has_false_alarm
NUDT-SIRST,001089,2,1,1,0.7676931024,0.7282721996,0.7258179188,0.7258179188,0.7258179188,2.782179356,2.075960398,1.872718334,1,1.872718334,1.872718334,0,high_raw,0.8536585569,0
NUDT-SIRST,001089,3,1,0,0.7541432381,0.7151446939,0.7106987238,0.7106987238,0.7106987238,1.049929261,1.756894588,2.668716669,1,2.668716669,2.668716669,0,high_raw,0.8536585569,0
NUDT-SIRST,001089,4,1,0,0.7317442298,0.6081860662,0.585364759,0.585364759,0.585364759,2.31704998,1.703960657,1.252922654,1,1.252922654,1.252922654,0,high_raw,0.8536585569,0
NUDT-SIRST,000720,1,1,1,0.5602657795,0.6515277624,0.6515277624,0.6515277624,0.6515277624,1.417465925,2.511116266,2.511116266,nan,2.511116266,2.511116266,nan,stage1,0.289855063,1
NUDT-SIRST,000720,2,1,1,0.7992956638,0.7686079741,0.7691046596,0.7691046596,0.7691046596,2.980139971,2.356687546,2.334474087,1,2.334474087,2.334474087,0,high_raw,0.289855063,1
NUDT-SIRST,000720,3,1,0,0.8021702766,0.7529537678,0.7538820505,0.7538820505,0.7538820505,1.291105986,1.461031079,2.028601646,1,2.028601646,2.028601646,0,high_raw,0.289855063,1
NUDT-SIRST,000720,4,1,0,0.7792472243,0.7012469172,0.656580925,0.656580925,0.656580925,0.294903338,0.8861864209,0.8012540936,1,0.8012540936,0.8012540936,0,high_raw,0.289855063,1
NUDT-SIRST,000195,1,1,1,0.5556442738,0.644292891,0.644292891,0.644292891,0.644292891,2.278255939,4.140957832,4.140957832,nan,4.140957832,4.140957832,nan,stage1,0.928571403,0
NUDT-SIRST,000195,2,1,1,0.7711457014,0.7287145853,0.706890583,0.706890583,0.706890583,5.708009243,4.280808926,3.855117559,1,3.855117559,3.855117559,0,high_raw,0.928571403,0
NUDT-SIRST,000195,3,1,0,0.703774631,0.6699622869,0.7161064744,0.7161064744,0.7161064744,1.80281198,1.950114369,2.48886919,1,2.48886919,2.48886919,0,high_raw,0.928571403,0
